Name of Event,Category,Date(s),Location,Estimated Size of Event,Number of People/ Capacity of Space,Source for # People,Source Org Title,Article Title,Mention of Police Presence (Y/N),Source for police presence,Official Media Presence,Notes_x,Source 1 URL,Source 2 URL,Address,Venue Capacity,Venue Type,Completed,Main Source for Search,Notes_y,Source,Latitude,Longitude
The Record Company,Music,2018-09-29 00:00:00,Park West,Medium,1000,https://www.eventective.com/chicago-il/park-west-402711.html,Concert Archives,The Record Company,,,,unsure of secondary source,https://www.concertarchives.org/concerts/the-record-company-e3c44c16-3a48-4f82-a75c-84b25ddaa055,https://www.facebook.com/therecordcompany/photos/chess-records-standing-inside-the-studio-next-to-the-microphone-where-muddy-wate/2159955274120537/,"322 W Armitage Ave, Chicago, IL 60614",1000.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.eventective.com/chicago-il/park-west-402711.html,41.918567,-87.637434
Leftover Salmon / Amy Helm,Music,2018-10-06 00:00:00,Park West,Medium,1000,https://www.eventective.com/chicago-il/park-west-402711.html,Concert Archives,Leftover Salmon / Amy Helm,,,,,https://www.concertarchives.org/concerts/leftover-salmon-47c3bd2d-bc15-42ae-831f-7777802a8978,https://www.jambase.com/show/leftover-salmon-park-west-20181006,"322 W Armitage Ave, Chicago, IL 60614",1000.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.eventective.com/chicago-il/park-west-402711.html,41.918567,-87.637434
Brian Fallon / Craig Finn,Music,2018-10-11 00:00:00,Park West,Medium,1000,https://www.eventective.com/chicago-il/park-west-402711.html,Concert Archives,Brian Fallon / Craig Finn,,,,,https://www.concertarchives.org/concerts/brian-fallon-craig-finn--8,http://www.45worlds.com/live/listing/brian-fallon-park-west-2018,"322 W Armitage Ave, Chicago, IL 60614",1000.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.eventective.com/chicago-il/park-west-402711.html,41.918567,-87.637434
U.S. Girls / Tune-Yards,Music,2018-10-27 00:00:00,Park West,Medium,1000,https://www.eventective.com/chicago-il/park-west-402711.html,Concert Archives,U.S. Girls / Tune-Yards,,,,,https://www.concertarchives.org/concerts/u-s-girls-tune-yards--2,https://www.jambase.com/show/tune-yards-park-west-20181027,"322 W Armitage Ave, Chicago, IL 60614",1000.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.eventective.com/chicago-il/park-west-402711.html,41.918567,-87.637434
Switchfoot / Colony House,Music,2019-03-08 00:00:00,Park West,Medium,1000,https://www.eventective.com/chicago-il/park-west-402711.html,Concert Archives,Switchfoot / Colony House,,,,,https://www.concertarchives.org/concerts/switchfoot-colony-house-6658647e-9e3d-4183-94eb-9e6e7c685fac,https://www.jambase.com/show/switchfoot-park-west-20190308,"322 W Armitage Ave, Chicago, IL 60614",1000.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.eventective.com/chicago-il/park-west-402711.html,41.918567,-87.637434
Switchfoot / Colony House,Music,2019-03-09 00:00:00,Park West,Medium,1000,https://www.eventective.com/chicago-il/park-west-402711.html,Concert Archives,Switchfoot / Colony House,,,,,https://www.concertarchives.org/concerts/switchfoot-colony-house-11a8f963-d546-4aa0-8210-36ee4c2aca63,https://www.jambase.com/show/switchfoot-park-west-20190309,"322 W Armitage Ave, Chicago, IL 60614",1000.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.eventective.com/chicago-il/park-west-402711.html,41.918567,-87.637434
T-Pain / ABBY JASMINE,Music,2019-03-29 00:00:00,Park West,Medium,1000,https://www.eventective.com/chicago-il/park-west-402711.html,Concert Archives,T-Pain / ABBY JASMINE,,,,,https://www.concertarchives.org/concerts/t-pain-abby-jasmine-d9df2098-ad87-44d8-94e1-106fc7df7773,https://www.jambase.com/show/t-pain-park-west-20190329,"322 W Armitage Ave, Chicago, IL 60614",1000.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.eventective.com/chicago-il/park-west-402711.html,41.918567,-87.637434
The Fab Faux,Music,2019-05-10 00:00:00,Park West,Medium,1000,https://www.eventective.com/chicago-il/park-west-402711.html,Concert Archives,The Fab Faux,,,,date from Concert Archives was incorrect according to multiple other sources,https://www.setlist.fm/setlist/the-fab-faux/2019/park-west-chicago-il-6b90ce22.html,https://www.jambase.com/show/the-fab-faux-park-west-20190510,"322 W Armitage Ave, Chicago, IL 60614",1000.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.eventective.com/chicago-il/park-west-402711.html,41.918567,-87.637434
Pedro The Lion / H.C. McEntire,Music,2018-08-24 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Pedro The Lion / H.C. McEntire,,,,,https://www.concertarchives.org/concerts/pedro-the-lion-with-h-c-mcentire-at-thalia-hall-august-24-2018,https://chicagoreader.com/blogs/pedro-the-lion-at-thalia-hall-and-more-things-to-do-this-weekend/,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Superorganism / Yuno,Music,2018-09-05 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Superorganism / Yuno,,,,,https://www.concertarchives.org/concerts/superorganism-yuno,https://chicago.ohmyrockness.com/shows/331361-superorganism-yuno-thalia-hall,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Mt. Joy,Music,2018-09-06 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Mt. Joy,,,,,https://www.concertarchives.org/concerts/mt-joy-14e462a5-4043-4056-a547-ce0dcec99d30,https://www.jambase.com/show/mt-joy-thalia-hall-20180906,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Mark Kozelek,Music,2018-09-11 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Mark Kozelek,,,,,https://www.concertarchives.org/concerts/mark-kozelek-9468756b-15c7-4967-a26d-c939af0324b8,https://www.jambase.com/show/mark-kozelek-thalia-hall-20180911,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Jon Hopkins / Daniel Avery,Music,2018-09-12 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Jon Hopkins / Daniel Avery,,,,,https://www.concertarchives.org/concerts/jon-hopkins-at-thalia-hall-september-12-2018,https://do312.com/events/2018/9/12/jon-hopkins-with-special-guest-daniel-avery,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
dodie,Music,2018-09-16 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,dodie,,,,,https://www.concertarchives.org/concerts/dodie-8bbd62ae-ad72-48cf-9f69-316c56397a55,https://www.setlist.fm/setlist/dodie/2018/thalia-hall-chicago-il-43951fdb.html,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Amanda Shires / Leah Blevins,Music,2018-09-20 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Amanda Shires / Leah Blevins,,,,unsure of date - vague secondary source,https://www.concertarchives.org/concerts/amanda-shires-at-thalia-hall-september-20-2018,https://www.loudhailermagazine.com/concert-reviews/amanda-shires-at-thalia-hall-in-chicago-il/,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Travel Slideshow Tour,Music,2018-09-24 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Travel Slideshow Tour,,,,,https://www.concertarchives.org/concerts/travel-slideshow-tour-717871f5-0759-47e0-9161-a78297bcbc34,https://beintheloopchicago.com/?tribe_events=henry-rollins-travel-slideshow-tour-thalia-hall,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Kikagaku Moyo / J Fernandez,Music,2018-09-28 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Kikagaku Moyo / J Fernandez,,,,,https://www.concertarchives.org/concerts/kikagaku-moyo-with-j-fernandez-at-thalia-hall-september-28-2018--2,https://www.jambase.com/show/kikagaku-moyo-thalia-hall-20180928,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Madeleine Peyroux,Music,2018-09-30 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Madeleine Peyroux,,,,,https://www.concertarchives.org/concerts/madeleine-peyroux--2,https://www.jambase.com/show/madeleine-peyroux-thalia-hall-20180930,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Andrew Jackson Jihad / Laura Stevenson / Kimya Dawson,Music,2018-10-09 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Andrew Jackson Jihad / Laura Stevenson / Kimya Dawson,,,,,https://www.concertarchives.org/concerts/andrew-jackson-jihad-laura-stevenson-kimya-dawson,https://www.chicago-theater.com/theaters/thaliahall/tickets.php?eventName=AJJ+-+Andrew+Jackson+Jihad+%2817%2B+Event%29&cmsEventId=00000&month=10&year=2018&dh=9,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Thee Oh Sees / Timmy's Organism,Music,2018-10-12 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Thee Oh Sees / Timmy's Organism,,,,,https://www.concertarchives.org/concerts/thee-oh-sees-timmy-s-organism,https://www.facebook.com/timmys.organism/posts/on-tour-1012-chicago-ilthalia-hall-1013-cleve-oh-beachland-ballroom-1016-buffalo/2130185437205482/,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Chris Robinson,Music,2018-10-15 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Chris Robinson,,,,couldn't find second source,https://www.concertarchives.org/concerts/chris-robinson,,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Danny Brown,Music,2018-10-17 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Danny Brown,,,,,https://www.concertarchives.org/concerts/danny-brown-a9f0c0e1-ed2b-4f2e-8bb7-72c860933023,https://www.setlist.fm/setlist/danny-brown/2018/thalia-hall-chicago-il-6396ea17.html,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
moe.,Music,2018-10-20 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,moe.,,,,,https://www.concertarchives.org/concerts/moe-add1ab46-a6ad-4d8d-825e-7bf831fd71c3,https://www.setlist.fm/setlist/moe/2018/thalia-hall-chicago-il-1396f5e9.html,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
The Milk Carton Kids / The Barr Brothers,Music,2018-10-23 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,The Milk Carton Kids / The Barr Brothers,,,,,https://www.concertarchives.org/concerts/the-milk-carton-kids-the-barr-brothers,https://www.jambase.com/show/the-milk-carton-kids-thalia-hall-20181023,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Yaeji / Beta Librae,Music,2018-10-27 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Yaeji / Beta Librae,,,,,https://www.concertarchives.org/concerts/yaeji-beta-librae,https://www.last.fm/event/4426059+Yaeji+at+Thalia+Hall+on+27+October+2018,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
"of Montreal / Locate S,1",Music,2018-10-30 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,"of Montreal / Locate S,1",,,,,"https://www.concertarchives.org/concerts/of-montreal-locate-s-1-6c4eb06e-906f-4c08-99a4-53c0b93d2b67
",https://chicago.ohmyrockness.com/shows/329975-of-montreal-christina-schneider-s-locate-s-1-thalia-hall,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Ty Segall / William Tyler,Music,2018-11-02 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Ty Segall / William Tyler,,,,,https://www.concertarchives.org/concerts/ty-segall-william-tyler,https://do312.com/events/2018/11/2/ty-segall-solo-acoustic-w-william-tyler,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Half Waif / (Sandy) Alex G,Music,2018-11-04 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Half Waif / (Sandy) Alex G,,,,,https://www.concertarchives.org/concerts/sandy-alex-g-with-half-waif-at-thalia-hall-november-4-2018,https://www.jambase.com/show/sandy-alex-g-thalia-hall-20181104,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Toro Y Moi / Dizzy Fae,Music,2018-11-06 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Toro Y Moi / Dizzy Fae,,,,,https://www.concertarchives.org/concerts/toro-y-moi-with-dizzy-fae-at-thalia-hall-november-6-2018,https://www.jambase.com/show/toro-y-moi-thalia-hall-20181106,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
Los Campesinos! / Adult Mom,Music,2018-11-08 00:00:00,Thalia Hall,Medium,800,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,Concert Archives,Los Campesinos! / Adult Mom,,,,,https://www.concertarchives.org/concerts/los-campesinos-with-adult-mom-at-thalia-hall-november-8-2018,https://do312.com/events/2018/11/8/los-campesinos-with-adult-mom,"1807 S Allport St, Chicago, IL 60608",800.0,Music,Yes,"Concert Archives, do312, ESPN",,https://www.bizbash.com/venue-directory/independent-event-spaces/venue/13468073/thalia-hall,41.857681,-87.657392
